LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1970,205,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1971,207,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1972,208,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1973,217,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1974,231,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1975,234,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1976,240,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1977,240,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1978,239,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1979,241,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1980,246,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1981,252,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1982,251,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1983,239,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1984,232,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1985,229,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1986,224,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1987,216,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1988,223,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1989,224,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1990,208,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1991,227,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1992,255,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1993,262,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1994,289,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1995,286,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1996,284,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1997,295,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1998,300,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,1999,310,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2000,332,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2001,346,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2002,268,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2003,262,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2004,266,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2005,272,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2006,298,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2007,316,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2008,345,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2009,333,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2010,347,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2011,349,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2012,373,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2013,394,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2014,409,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2015,418,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2016,418,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2017,438,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2018,442,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2019,463,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2020,269,
LUX,PASSTRANSP,RAIL,MLN_PKM,A,2021,304,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1970,4534,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1971,4362,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1972,4485,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1973,4057,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1974,4614,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1975,4123,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1976,4058,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1977,5040,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1978,5326,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1979,5253,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1980,5296,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1981,5305,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1982,5261,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1983,5630,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1984,5951,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1985,6015,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1986,5870,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1987,5828,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1988,5619,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1989,5383,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1990,5336,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1991,4686,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1992,4794,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1993,3219,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1994,3710,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1995,1899,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1996,1799,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1997,1508,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1998,460,B
MEX,PASSTRANSP,RAIL,MLN_PKM,A,1999,254,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2000,82,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2001,67,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2002,69,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2003,78,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2004,74,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2005,73,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2006,76,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2007,84,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2008,178,B
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2009,449,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2010,843,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2011,891,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2012,970,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2013,1036,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2014,1150,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2015,1411,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2016,1481,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2017,1550,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2018,1591,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2019,1571,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2020,523,
MEX,PASSTRANSP,RAIL,MLN_PKM,A,2021,466,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1970,8011,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1971,8114,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1972,8039,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1973,8173,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1974,8589,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1975,8501,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1976,8218,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1977,8013,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1978,8146,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1979,8514,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1980,8892,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1981,9177,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1982,9255,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1983,8886,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1984,8790,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1985,9007,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1986,8919,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1987,9396,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1988,9664,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1989,10235,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1990,11060,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1991,13300,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1992,14300,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1993,13700,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1994,12800,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1995,13000,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1996,13100,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1997,14200,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1998,14900,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,1999,15000,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2000,15400,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2001,15500,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2002,15500,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2003,14500,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2004,14079,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2005,14730,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2006,15889,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2007,15546,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2008,15313,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2009,15400,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2010,14600,B
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2011,16500,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2012,16100,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2013,17700,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2014,16200,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2015,15800,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2016,16900,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2017,17800,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2018,22600,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2019,19400,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2020,9200,
NLD,PASSTRANSP,RAIL,MLN_PKM,A,2021,10900,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1970,77400,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1971,84300,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1972,86800,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1973,91100,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1974,92600,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1975,100900,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1976,107000,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1977,111300,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1978,120600,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1979,119800,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1980,121300,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1981,121500,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1982,124100,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1983,127100,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1984,132600,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1985,134500,B
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1986,138700,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1987,139800,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1988,143100,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1989,147400,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1990,150400,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1991,138100,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1992,142600,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1993,139800,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1994,142700,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1995,145600,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1996,147100,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1997,150900,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1998,152100,
NLD,PASSTRANSP,ROAD,MLN_PKM,A,1999,156400,B
NLD,PASSTRANSP,ROAD,MLN_PKM,A,2000,156553,E
NLD,PASSTRANSP,ROAD,MLN_PKM,A,2001,157083,E
NLD,PASSTRANSP,ROAD,MLN_PKM,A,2002,159627,E
NLD,PASSTRANSP,ROAD,MLN_PKM,A,2003,161700,E
NLD,PASSTRANSP,ROAD,MLN_PKM,A,2004,167449,E
NLD,PASSTRANSP,ROAD,MLN_PKM,A,2005,164834,E
NLD,PASSTRANSP,ROAD,MLN_PKM,A,2006,163630,E
NLD,PASSTRANSP,ROAD,MLN_PKM,A,2007,166605,E
NLD,PASSTRANSP,ROAD,MLN_PKM,A,2008,163236,E
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1970,1930,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1971,1970,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1972,2021,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1973,1991,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1974,2211,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1975,2271,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1976,2338,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1977,2377,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1978,2449,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1979,2636,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1980,2751,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1981,2767,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1982,2575,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1983,2530,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1984,2532,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1985,2567,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1986,2588,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1987,2563,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1988,2459,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1989,2459,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1990,2430,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1991,2487,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1992,2511,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1993,2588,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1994,2703,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1995,2681,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1996,2803,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1997,2941,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1998,3071,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,1999,3416,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2000,3353,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2001,3272,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2002,2989,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2003,2896,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2004,2683.457775,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2005,2723.402598,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2006,2832.39148,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2007,2957.95521,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2008,3106.985939,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2009,3080.143787,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2010,3134.383471,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2011,3075.974123,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2012,3091.569419,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2013,3260,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2014,3440,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2015,3555,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2016,3695,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2017,3584,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2018,3722,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2019,3715,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2020,1804,
NOR,PASSTRANSP,RAIL,MLN_PKM,A,2021,1780,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1970,21936,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1971,24663,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1972,26283,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1973,28577,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1974,29352,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1975,30749,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1976,32597,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1977,34285,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1978,34779,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1979,35906,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1980,35318,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1981,35064,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1982,35091,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1983,35588,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1984,36474,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1985,41659,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1986,44315,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1987,45989,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1988,46851,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1989,47342,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1990,47327,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1991,46880,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1992,47035,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1993,47771,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1994,48488,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1995,48482,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1996,50545,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1997,51906,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1998,53478,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,1999,54508,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2000,55314,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2001,56463,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2002,57612,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2003,58007,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2004,58573,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2005,58339,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2006,59196,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2007,60943,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2008,62103,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2009,62744,
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2010,62718,B
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2011,63701,E
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2012,64482,E
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2013,65224,E
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2014,67273,E
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2015,68789,E
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2016,69251,E
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2017,70548,E
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2018,71131,E
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2019,71779,E
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2020,65599,E
NOR,PASSTRANSP,ROAD,MLN_PKM,A,2021,68232,E
POL,PASSTRANSP,RAIL,MLN_PKM,A,1970,36891,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1971,37228,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1972,38782,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1973,39647,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1974,41670,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1975,42819,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1976,42799,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1977,44312,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1978,46716,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1979,45473,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1980,46325,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1981,48238,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1982,49266,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1983,50153,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1984,53179,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1985,51978,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1986,48526,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1987,48285,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1988,52134,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1989,55888,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1990,50373,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1991,40115,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1992,32571,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1993,30865,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1994,27610,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1995,26635,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1996,26569,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1997,25806,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1998,25664,
POL,PASSTRANSP,RAIL,MLN_PKM,A,1999,26198,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2000,24092,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2001,22469,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2002,20749,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2003,19638,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2004,18690,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2005,18157,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2006,18552,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2007,19859,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2008,20195,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2009,18637,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2010,17921,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2011,18177,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2012,17826,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2013,16797,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2014,16015,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2015,17367,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2016,19175,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2017,20319,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2018,21043,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2019,22056,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2020,12487,
POL,PASSTRANSP,RAIL,MLN_PKM,A,2021,15844,
POL,PASSTRANSP,ROAD,MLN_PKM,A,1985,92088,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,1986,96080,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,1987,100997,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,1988,109073,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,1989,114063,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,1990,114400,B
POL,PASSTRANSP,ROAD,MLN_PKM,A,1991,122820,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,1992,127608,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,1993,132111,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,1994,136562,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,1995,144724,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,1996,155584,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,1997,165128,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,1998,175135,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,1999,176250,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2000,189373,
POL,PASSTRANSP,ROAD,MLN_PKM,A,2001,187737,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2002,187875,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2003,192944,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2004,197895,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2005,201465,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2006,205289,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2007,209959,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2008,220343,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2009,226661,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2010,230461,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2011,229229,
POL,PASSTRANSP,ROAD,MLN_PKM,A,2012,228743,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2013,231117,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2014,236190,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2015,238150,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2016,250092,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2017,257610,E
POL,PASSTRANSP,ROAD,MLN_PKM,A,2018,262156,
POL,PASSTRANSP,ROAD,MLN_PKM,A,2019,268491,
POL,PASSTRANSP,ROAD,MLN_PKM,A,2020,232234,
POL,PASSTRANSP,ROAD,MLN_PKM,A,2021,252807,E
PRT,PASSTRANSP,RAIL,MLN_PKM,A,1970,3546,
PRT,PASSTRANSP,RAIL,MLN_PKM,A,1971,3569,
PRT,PASSTRANSP,RAIL,MLN_PKM,A,1972,3761,
PRT,PASSTRANSP,RAIL,MLN_PKM,A,1973,4106,
PRT,PASSTRANSP,RAIL,MLN_PKM,A,1974,4552,
PRT,PASSTRANSP,RAIL,MLN_PKM,A,1975,4856,
PRT,PASSTRANSP,RAIL,MLN_PKM,A,1976,5235,
PRT,PASSTRANSP,RAIL,MLN_PKM,A,1977,5235,
PRT,PASSTRANSP,RAIL,MLN_PKM,A,1978,5514,
PRT,PASSTRANSP,RAIL,MLN_PKM,A,1979,5635,
PRT,PASSTRANSP,RAIL,MLN_PKM,A,1980,6076,
PRT,PASSTRANSP,RAIL,MLN_PKM,A,1981,5856,
